,Unnamed: 0,Nome do veículo,CNPJ do veículo,Agência/Contratada,CNPJ da Agência/Contratada,Nome da ação,Data início da veiculação,Data término da veiculação,Valor negociado (R$),Valor desembolso anunciante (R$),Grupo,Tipo televisão,Formato,Ano ação,Ano autorização,Status da veiculação
44502,1927,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,24/12/2022,30/12/2022,"R$ 108.720,00000","R$ 102.740,40000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
44503,1928,CNN Brasil,32.161.939/0001-24,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,24/12/2022,31/12/2022,"R$ 8.600,00000","R$ 8.127,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
44552,1977,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Prestação de Contas e Balanço 2022,26/12/2022,31/12/2022,"R$ 8.127,00000","R$ 7.680,01000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
44555,1980,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,25/12/2022,31/12/2022,"R$ 10.344,00000","R$ 9.775,08000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
44575,2000,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Censo 2022,26/12/2022,27/12/2022,"R$ 4.730,00000","R$ 4.469,85000",,FECHADA,VIDEO,2022,2022,Veiculado
44855,2280,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,16/06/2022,29/06/2022,"R$ 3.600,00000","R$ 3.402,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
44963,2388,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,CAMPANHA COMBATE AO MOSQUITO AEDES AEGYPTI 2022-2023 - NOVA SB,25/10/2022,31/10/2022,"R$ 43.312,50000","R$ 41.146,87500",JOVEM PAN,FECHADA,180,2022,2022,Veiculado
44964,2389,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,CAMPANHA COMBATE AO MOSQUITO AEDES AEGYPTI 2022-2023 - NOVA SB,25/10/2022,31/10/2022,"R$ 36.225,00000","R$ 34.413,75000",JOVEM PAN,FECHADA,60,2022,2022,Veiculado
44965,2390,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,CAMPANHA COMBATE AO MOSQUITO AEDES AEGYPTI 2022-2023 - NOVA SB,25/10/2022,31/10/2022,"R$ 37.851,00000","R$ 35.958,45000",JOVEM PAN,FECHADA,180,2022,2022,Veiculado
44966,2391,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,CAMPANHA COMBATE AO MOSQUITO AEDES AEGYPTI 2022-2023 - NOVA SB,25/10/2022,31/10/2022,"R$ 15.828,60000","R$ 15.037,17000",JOVEM PAN,FECHADA,60,2022,2022,Veiculado
44967,2392,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,CAMPANHA COMBATE AO MOSQUITO AEDES AEGYPTI 2022-2023 - NOVA SB,25/10/2022,31/10/2022,"R$ 31.500,00000","R$ 29.925,00000",JOVEM PAN,FECHADA,10,2022,2022,Veiculado
44968,2393,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,CAMPANHA COMBATE AO MOSQUITO AEDES AEGYPTI 2022-2023 - NOVA SB,25/10/2022,31/10/2022,"R$ 9.649,74000","R$ 9.167,25300",JOVEM PAN,FECHADA,10,2022,2022,Veiculado
44969,2394,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,CAMPANHA COMBATE AO MOSQUITO AEDES AEGYPTI 2022-2023 - NOVA SB,25/10/2022,31/10/2022,"R$ 40.635,00000","R$ 38.603,25000",JOVEM PAN,FECHADA,30,2022,2022,Veiculado
45244,2669,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,Telessaúde,04/06/2022,21/06/2022,"R$ 113.520,00000","R$ 107.844,00000",JOVEM PAN,FECHADA,65,2022,2022,Veiculado
45314,2739,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,28/09/2022,29/09/2022,"R$ 5.940,00000","R$ 5.613,30000",,FECHADA,FILME HDTV,2022,2022,Veiculado
45326,2751,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,03/10/2022,28/10/2022,"R$ 63.232,00000","R$ 59.754,24000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
45347,2772,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,27/06/2022,27/06/2022,"R$ 0,00000","R$ 0,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
45436,2861,CNN Brasil,32.161.939/0001-24,Agência Nacional,61.704.482/0001-55,ROTAS CRIATIVAS DO BRASIL - MÍDIA,25/06/2022,25/06/2022,"R$ 55.000,00000","R$ 52.250,00000",,FECHADA,0,2022,2022,Planejado
45437,2862,CNN Brasil,32.161.939/0001-24,Agência Nacional,61.704.482/0001-55,ROTAS CRIATIVAS DO BRASIL - MÍDIA,17/06/2022,28/06/2022,"R$ 31.350,00000","R$ 29.782,50000",,FECHADA,30,2022,2022,Planejado
45449,2874,GLOBO NEWS,27.865.757/0001-02,Companhia de Comunicação e Publicidade Ltda,69.277.291/0001-66,CAMPANHA VACINAÇÃO COVID-19/SUS,14/06/2022,24/06/2022,"R$ 48.018,00000","R$ 45.617,10000",GLOBO,FECHADA,30,2022,2022,Veiculado
45638,3063,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Censo 2022,05/08/2022,09/08/2022,"R$ 15.808,00000","R$ 14.938,56000",GLOBO,FECHADA,VIDEO,2022,2022,Veiculado
45647,3072,GLOBO NEWS,27.865.757/0001-02,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,27/06/2022,30/06/2022,"R$ 33.440,00000","R$ 31.600,80000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
45671,3096,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,23/06/2022,28/06/2022,"R$ 3.900,00000","R$ 3.685,50000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
45672,3097,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,16/06/2022,21/06/2022,"R$ 32.400,00000","R$ 30.618,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
45790,3215,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0002-18,Censo 2022,05/08/2022,06/08/2022,"R$ 4.730,00000","R$ 4.469,85000",,FECHADA,VIDEO,2022,2022,Veiculado
45791,3216,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0002-18,Censo 2022,08/08/2022,08/08/2022,"R$ 2.970,00000","R$ 2.806,65000",,FECHADA,VIDEO,2022,2022,Veiculado
45792,3217,JOVEM PAN NEWS TV,56.137.979/0001-07,AGENCIA NACIONAL,61.704.482/0004-06,Censo 2022,05/08/2022,09/08/2022,"R$ 21.600,00000","R$ 20.412,00000",JOVEM PAN,FECHADA,VIDEO,2022,2022,Veiculado
45829,3254,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Censo 2022,09/08/2022,16/08/2022,"R$ 72.298,80000","R$ 68.322,36000",GLOBO,FECHADA,VIDEO,2022,2022,Veiculado
45830,3255,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Censo 2022,10/08/2022,15/08/2022,"R$ 15.808,00000","R$ 14.938,56000",GLOBO,FECHADA,VIDEO,2022,2022,Veiculado
45831,3256,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,23/06/2022,28/06/2022,"R$ 8.970,00000","R$ 8.476,65000",JOVEM PAN,FECHADA,MERCHANDISING,2022,2022,Veiculado
45832,3257,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,16/06/2022,28/06/2022,"R$ 18.000,00000","R$ 17.010,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
45848,3273,GLOBO NEWS,27.865.757/0001-02,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,27/06/2022,30/06/2022,"R$ 96.036,00000","R$ 90.754,02000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
45868,3293,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Always On Institucional  - Continuidade,15/06/2022,17/06/2022,"R$ 19.207,20000","R$ 18.150,80000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
45871,3296,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0002-18,Censo 2022,05/08/2022,09/08/2022,"R$ 17.600,00000","R$ 16.632,00000",,FECHADA,VIDEO,2022,2022,Veiculado
45875,3300,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 12.930,00000","R$ 12.218,85000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
45876,3301,GLOBO NEWS,27.865.757/0001-02,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,09/09/2022,09/09/2022,"R$ 2.586,00000","R$ 2.443,77000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
45890,3315,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,22/06/2022,30/06/2022,"R$ 138.000,00000","R$ 130.410,00000",JOVEM PAN,FECHADA,MERCHANDISING,2022,2022,Veiculado
45891,3316,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,17/06/2022,27/06/2022,"R$ 12.900,00000","R$ 12.190,50000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
45892,3317,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,20/06/2022,22/06/2022,"R$ 0,00000","R$ 0,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
46013,3438,CNN Brasil,32.161.939/0001-24,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,28/12/2022,29/12/2022,"R$ 4.320,00000","R$ 4.082,40000",,FECHADA,FILME HDTV,2022,2022,Veiculado
46022,3447,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,10/09/2022,10/09/2022,"R$ 12.000,00000","R$ 11.340,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
46023,3448,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,09/09/2022,09/09/2022,"R$ 10.800,00000","R$ 10.206,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
46039,3464,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,28/06/2022,28/06/2022,"R$ 3.900,00000","R$ 3.685,50000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
46686,4111,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,Telessaúde,04/06/2022,21/06/2022,"R$ 154.800,00000","R$ 147.060,00000",JOVEM PAN,FECHADA,65,2022,2022,Veiculado
46814,4239,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,27/09/2022,30/09/2022,"R$ 25.292,80000","R$ 23.901,69000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
46826,4251,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,03/10/2022,26/10/2022,"R$ 92.955,60000","R$ 87.843,04000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
47016,4441,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Censo 2022,10/08/2022,15/08/2022,"R$ 7.370,10000","R$ 6.964,74000",GLOBO,FECHADA,VIDEO,2022,2022,Veiculado
47031,4456,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0002-18,Censo 2022,10/08/2022,19/08/2022,"R$ 9.460,00000","R$ 8.939,70000",,FECHADA,VIDEO,2022,2022,Veiculado
47032,4457,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0002-18,Censo 2022,11/08/2022,17/08/2022,"R$ 5.940,00000","R$ 5.613,30000",,FECHADA,VIDEO,2022,2022,Veiculado
47040,4465,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 5.172,00000","R$ 4.887,54000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
47041,4466,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 43.488,00000","R$ 41.096,16000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
47096,4521,GLOBO NEWS,27.865.757/0001-02,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,27/06/2022,30/06/2022,"R$ 33.440,00000","R$ 31.600,80000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
47097,4522,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,21/06/2022,30/06/2022,"R$ 184.800,00000","R$ 174.636,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
47100,4525,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Censo 2022,05/08/2022,09/08/2022,"R$ 51.642,00000","R$ 48.801,69000",GLOBO,FECHADA,VIDEO,2022,2022,Veiculado
47123,4548,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,14/06/2022,30/06/2022,"R$ 108.360,00000","R$ 102.400,20000",JOVEM PAN,FECHADA,MERCHANDISING,2022,2022,Veiculado
47158,4583,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,14/06/2022,30/06/2022,"R$ 0,00000","R$ 0,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
47198,4623,GLOBO NEWS,27.865.757/0001-02,ARTPLAN COMUNICAÇÃO.,33.673.286/0004-78,Always On Institucional,09/06/2022,09/06/2022,"R$ 9.603,60000","R$ 9.123,42000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
47297,4722,CNN Brasil,32.161.939/0001-24,Agência Nacional,61.704.482/0001-55,ROTAS CRIATIVAS DO BRASIL - MÍDIA,26/06/2022,26/06/2022,"R$ 15.592,50000","R$ 14.812,87500",,FECHADA,0,2022,2022,Planejado
47568,4993,CNN Brasil,32.161.939/0001-24,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,27/12/2022,29/12/2022,"R$ 14.400,00000","R$ 13.608,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
47574,4999,CNN Brasil,32.161.939/0001-24,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,24/12/2022,24/12/2022,"R$ 14.400,00000","R$ 13.608,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
48031,5456,CNN Brasil,32.161.939/0001-24,Agência Nacional,61.704.482/0001-55,ROTAS CRIATIVAS DO BRASIL - MÍDIA,16/06/2022,27/06/2022,"R$ 20.240,00000","R$ 19.228,00000",,FECHADA,30,2022,2022,Planejado
48096,5521,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 32.400,00000","R$ 30.618,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
48097,5522,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,09/09/2022,10/09/2022,"R$ 2.580,00000","R$ 2.438,10000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
48149,5574,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 10.750,00000","R$ 10.158,75000",,FECHADA,FILME HDTV,2022,2022,Veiculado
48177,5602,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,14/06/2022,30/06/2022,"R$ 75.000,00000","R$ 70.875,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
48194,5619,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,03/10/2022,28/10/2022,"R$ 68.310,00000","R$ 64.552,95000",,FECHADA,FILME HDTV,2022,2022,Veiculado
48226,5651,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 5.400,00000","R$ 5.103,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
48320,5745,JOVEM PAN NEWS TV,56.137.979/0001-07,Companhia de Comunicação e Publicidade Ltda,69.277.291/0001-66,Vacinação Contra Covid-19 2022- Crianças (1º Flight) - CC&P,19/01/2022,31/01/2022,"R$ 54.000,00000","R$ 51.300,00000",JOVEM PAN,FECHADA,30,2022,2022,Veiculado
48464,5889,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,10/09/2022,10/09/2022,"R$ 3.000,00000","R$ 2.835,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
48465,5890,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,07/09/2022,"R$ 6.000,00000","R$ 5.670,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
48595,6020,GLOBO NEWS,27.865.757/0001-02,FIELDS,03.509.498/0001-00,Vacinação Contra Covid-19 2022- Crianças (1º Flight) - Fields,19/01/2022,24/01/2022,"R$ 22.131,20000","R$ 21.024,64000",GLOBO,FECHADA,30,2022,2022,Veiculado
48596,6021,GLOBO NEWS,27.865.757/0001-02,FIELDS,03.509.498/0001-00,Vacinação Contra Covid-19 2022- Crianças (1º Flight) - Fields,19/01/2022,24/01/2022,"R$ 75.379,20000","R$ 71.610,24000",GLOBO,FECHADA,30,2022,2022,Veiculado
48739,6164,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Censo 2022,21/12/2022,29/12/2022,"R$ 70.950,00000","R$ 67.047,75000",,FECHADA,VIDEO,2022,2022,Veiculado
48903,6328,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,24/06/2022,27/06/2022,"R$ 16.560,00000","R$ 15.649,20000",JOVEM PAN,FECHADA,MERCHANDISING,2022,2022,Veiculado
48938,6363,JOVEM PAN NEWS TV,56.137.979/0001-07,AGENCIA NACIONAL,61.704.482/0004-06,Censo 2022,08/08/2022,08/08/2022,"R$ 3.000,00000","R$ 2.835,00000",JOVEM PAN,FECHADA,VIDEO,2022,2022,Veiculado
49095,6520,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Prestação de Contas e Balanço 2022,24/12/2022,24/12/2022,"R$ 22.680,00000","R$ 21.432,60000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
49097,6522,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,27/12/2022,29/12/2022,"R$ 21.744,00000","R$ 20.548,08000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
49098,6523,CNN Brasil,32.161.939/0001-24,AGENCIA NACIONAL,61.704.482/0004-06,Prestação de Contas e Balanço 2022,24/12/2022,26/12/2022,"R$ 8.640,00000","R$ 8.164,80000",,FECHADA,FILME HDTV,2022,2022,Veiculado
49333,6758,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Censo 2022,21/12/2022,29/12/2022,"R$ 92.070,00000","R$ 87.006,15000",,FECHADA,VIDEO,2022,2022,Veiculado
49340,6765,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,09/09/2022,09/09/2022,"R$ 5.160,00000","R$ 4.876,20000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
49341,6766,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,10/09/2022,10/09/2022,"R$ 2.580,00000","R$ 2.438,10000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
49342,6767,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,10/09/2022,10/09/2022,"R$ 3.000,00000","R$ 2.835,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
49942,7367,CNN Brasil,32.161.939/0001-24,Agência Nacional,61.704.482/0001-55,ROTAS CRIATIVAS DO BRASIL - MÍDIA,15/06/2022,26/06/2022,"R$ 70.400,00000","R$ 66.880,00000",,FECHADA,30,2022,2022,Planejado
50023,7448,CNN Brasil,32.161.939/0001-24,AGENCIA NACIONAL,61.704.482/0004-06,Always On Institucional  - Continuidade,13/06/2022,17/06/2022,"R$ 61.600,00000","R$ 58.212,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
50190,7615,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,07/09/2022,09/09/2022,"R$ 16.200,00000","R$ 15.309,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
50209,7634,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,14/06/2022,30/06/2022,"R$ 64.500,00000","R$ 60.952,50000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
50210,7635,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,14/06/2022,30/06/2022,"R$ 129.600,00000","R$ 122.472,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
50275,7700,GLOBO NEWS,27.865.757/0001-02,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,27/09/2022,28/09/2022,"R$ 41.313,60000","R$ 39.041,35000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
50279,7704,GLOBO NEWS,27.865.757/0001-02,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,09/09/2022,"R$ 86.976,00000","R$ 82.192,32000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
50280,7705,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 7.740,00000","R$ 7.314,30000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
50281,7706,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 6.000,00000","R$ 5.670,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
50282,7707,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,09/09/2022,10/09/2022,"R$ 3.000,00000","R$ 2.835,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
50290,7715,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0002-18,Combate a Queimadas e Ilícitos Ambientais,27/09/2022,30/09/2022,"R$ 17.820,00000","R$ 16.839,90000",,FECHADA,FILME HDTV,2022,2022,Veiculado
50302,7727,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Divulgação do Bicentenário da Independência,06/09/2022,08/09/2022,"R$ 40.000,00000","R$ 37.800,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
50315,7740,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,29/06/2022,30/06/2022,"R$ 31.860,00000","R$ 30.107,70000",JOVEM PAN,FECHADA,MERCHANDISING,2022,2022,Veiculado
50361,7786,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0001-37,Vacinação Contra Covid-19 2022- Crianças (1º Flight) - Nova SB,19/01/2022,26/01/2022,"R$ 17.490,00000","R$ 16.615,50000",,FECHADA,30,2022,2022,Veiculado
50362,7787,CNN Brasil,32.161.939/0001-24,NOVA S/B,57.118.929/0001-37,Vacinação Contra Covid-19 2022- Crianças (1º Flight) - Nova SB,19/01/2022,26/01/2022,"R$ 66.000,00000","R$ 62.700,00000",,FECHADA,30,2022,2022,Veiculado
50363,7788,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,Vacinação Contra Covid-19 2022- Crianças (1º Flight) - Nova SB,19/01/2022,26/01/2022,"R$ 20.400,00000","R$ 19.380,00000",JOVEM PAN,FECHADA,30,2022,2022,Veiculado
50364,7789,JOVEM PAN NEWS TV,56.137.979/0001-07,NOVA S/B,57.118.929/0001-37,Vacinação Contra Covid-19 2022- Crianças (1º Flight) - Nova SB,19/01/2022,26/01/2022,"R$ 18.000,00000","R$ 17.100,00000",JOVEM PAN,FECHADA,30,2022,2022,Veiculado
